date,wp4,train,u,v,ws,wd
2009-07-01 00:00:00,0.105,1.0,3.15,-2.15,3.81,124.27
2009-07-01 01:00:00,0.105,1.0,3.15,-2.15,3.81,124.27
2009-07-01 02:00:00,0.033,1.0,3.15,-1.9,3.68,121.07
2009-07-01 03:00:00,0.022000000000000002,1.0,3.15,-1.85,3.66,120.49
2009-07-01 04:00:00,0.039,1.0,3.15,-1.94,3.7,121.62
2009-07-01 05:00:00,0.066,1.0,3.12,-2.04,3.72,123.22
2009-07-01 06:00:00,0.105,1.0,3.03,-2.05,3.66,124.11
2009-07-01 07:00:00,0.017,1.0,2.88,-1.89,3.45,123.27
2009-07-01 08:00:00,0.017,1.0,2.77,-1.61,3.2,120.18
2009-07-01 09:00:00,0.006,1.0,2.8,-1.29,3.09,114.74
2009-07-01 10:00:00,0.0,1.0,3.05,-1.01,3.21,108.32
2009-07-01 11:00:00,0.0,1.0,3.35,-0.8,3.44,103.38
2009-07-01 12:00:00,0.0,1.0,3.49,-0.68,3.55,100.95
2009-07-01 13:00:00,0.0,1.0,3.36,-0.9,3.48,105.02
2009-07-01 14:00:00,0.0,1.0,3.29,-1.05,3.45,107.7
2009-07-01 15:00:00,0.0,1.0,3.37,-1.0,3.51,106.52
2009-07-01 16:00:00,0.0,1.0,3.53,-0.83,3.63,103.17
2009-07-01 17:00:00,0.0,1.0,3.68,-0.64,3.73,99.81
2009-07-01 18:00:00,0.0,1.0,3.72,-0.54,3.76,98.26
2009-07-01 19:00:00,0.017,1.0,3.59,-0.62,3.64,99.74
2009-07-01 20:00:00,0.05,1.0,3.27,-0.79,3.37,103.61
2009-07-01 21:00:00,0.033,1.0,2.8,-0.96,2.96,108.99
2009-07-01 22:00:00,0.044000000000000004,1.0,2.2,-1.05,2.44,115.54
2009-07-01 23:00:00,0.0,1.0,1.52,-1.09,1.87,125.52
2009-07-02 00:00:00,0.0,1.0,0.81,-1.12,1.38,144.12
2009-07-02 01:00:00,0.0,1.0,0.27,-1.36,1.39,168.73
2009-07-02 02:00:00,0.0,1.0,-0.12,-1.33,1.33,185.11
2009-07-02 03:00:00,0.0,1.0,-0.19,-1.25,1.27,188.54
2009-07-02 04:00:00,0.0,1.0,-0.06,-1.15,1.15,182.96
2009-07-02 05:00:00,0.0,1.0,0.09,-1.04,1.04,175.2
2009-07-02 06:00:00,0.0,1.0,0.06,-0.93,0.93,176.46
2009-07-02 07:00:00,0.0,1.0,-0.27,-0.83,0.88,198.07
2009-07-02 08:00:00,0.0,1.0,-0.74,-0.75,1.06,224.51
2009-07-02 09:00:00,0.0,1.0,-1.11,-0.68,1.3,238.75
2009-07-02 10:00:00,0.0,1.0,-1.21,-0.61,1.35,243.28
2009-07-02 11:00:00,0.0,1.0,-1.02,-0.6,1.19,239.6
2009-07-02 12:00:00,0.0,1.0,-0.61,-0.72,0.94,220.41
2009-07-02 13:00:00,0.0,1.0,0.37,-1.22,1.28,163.21
2009-07-02 14:00:00,0.0,1.0,1.18,-2.01,2.33,149.51
2009-07-02 15:00:00,0.0,1.0,1.94,-2.36,3.06,140.56
2009-07-02 16:00:00,0.039,1.0,2.62,-2.41,3.57,132.62
2009-07-02 17:00:00,0.05,1.0,3.18,-2.33,3.94,126.19
2009-07-02 18:00:00,0.055,1.0,3.56,-2.27,4.22,122.53
2009-07-02 19:00:00,0.105,1.0,3.74,-2.37,4.43,122.41
2009-07-02 20:00:00,0.08800000000000001,1.0,3.74,-2.55,4.53,124.31
2009-07-02 21:00:00,0.066,1.0,3.62,-2.68,4.5,126.53
2009-07-02 22:00:00,0.011000000000000001,1.0,3.41,-2.64,4.32,127.78
2009-07-02 23:00:00,0.0,1.0,3.17,-2.43,4.0,127.48
2009-07-03 00:00:00,0.0,1.0,2.96,-2.06,3.6,124.81
2009-07-03 01:00:00,0.0,1.0,2.95,-1.41,3.27,115.47
2009-07-03 02:00:00,0.0,1.0,3.01,-0.87,3.13,106.2
2009-07-03 03:00:00,0.0,1.0,3.28,-0.96,3.42,106.32
2009-07-03 04:00:00,0.0,1.0,3.68,-1.46,3.96,111.59
2009-07-03 05:00:00,0.039,1.0,4.1,-2.06,4.59,116.72
2009-07-03 06:00:00,0.07200000000000001,1.0,4.41,-2.45,5.04,119.09
2009-07-03 07:00:00,0.14300000000000002,1.0,4.52,-2.41,5.12,118.09
2009-07-03 08:00:00,0.154,1.0,4.5,-2.21,5.01,116.17
2009-07-03 09:00:00,0.07200000000000001,1.0,4.44,-2.23,4.97,116.65
2009-07-03 10:00:00,0.171,1.0,4.42,-2.73,5.19,121.68
2009-07-03 11:00:00,0.17600000000000002,1.0,4.42,-3.49,5.63,128.3
2009-07-03 12:00:00,0.094,1.0,4.39,-4.18,6.06,133.55
2009-07-03 13:00:00,0.055,1.0,4.16,-3.99,5.76,133.78
2009-07-03 14:00:00,0.066,1.0,4.61,-4.01,6.11,131.03
2009-07-03 15:00:00,0.105,1.0,5.06,-4.03,6.46,128.54
2009-07-03 16:00:00,0.34700000000000003,1.0,5.47,-4.06,6.81,126.58
2009-07-03 17:00:00,0.573,1.0,5.77,-4.13,7.1,125.61
2009-07-03 18:00:00,0.441,1.0,5.9,-4.3,7.3,126.08
2009-07-03 19:00:00,0.34700000000000003,1.0,5.81,-4.57,7.39,128.19
2009-07-03 20:00:00,0.518,1.0,5.59,-4.86,7.41,130.96
2009-07-03 21:00:00,0.46799999999999997,1.0,5.38,-5.04,7.37,133.13
2009-07-03 22:00:00,0.452,1.0,5.26,-5.04,7.28,133.77
2009-07-03 23:00:00,0.364,1.0,5.18,-4.88,7.11,133.28
2009-07-04 00:00:00,0.187,1.0,5.04,-4.6,6.82,132.42
2009-07-04 01:00:00,0.165,1.0,4.26,-3.86,5.75,132.2
2009-07-04 02:00:00,0.264,1.0,4.06,-3.55,5.4,131.19
2009-07-04 03:00:00,0.65,1.0,3.87,-3.29,5.08,130.38
2009-07-04 04:00:00,0.595,1.0,3.68,-3.07,4.79,129.8
2009-07-04 05:00:00,0.38,1.0,3.44,-2.85,4.47,129.58
2009-07-04 06:00:00,0.386,1.0,3.1,-2.6,4.04,129.91
2009-07-04 07:00:00,0.08800000000000001,1.0,2.65,-2.3,3.51,130.99
2009-07-04 08:00:00,0.006,1.0,2.28,-2.08,3.09,132.33
2009-07-04 09:00:00,0.011000000000000001,1.0,2.24,-2.05,3.04,132.55
2009-07-04 10:00:00,0.05,1.0,2.66,-2.3,3.52,130.89
2009-07-04 11:00:00,0.171,1.0,3.31,-2.68,4.26,128.94
2009-07-04 12:00:00,0.132,1.0,3.86,-2.96,4.87,127.52
2009-07-04 13:00:00,0.105,1.0,3.34,-4.19,5.36,141.49
2009-07-04 14:00:00,0.127,1.0,3.54,-3.9,5.26,137.77
2009-07-04 15:00:00,0.182,1.0,3.75,-3.48,5.12,132.91
2009-07-04 16:00:00,0.11599999999999999,1.0,3.94,-3.01,4.96,127.33
2009-07-04 17:00:00,0.061,1.0,4.1,-2.55,4.83,121.9
2009-07-04 18:00:00,0.039,1.0,4.2,-2.22,4.76,117.85
2009-07-04 19:00:00,0.033,1.0,4.22,-2.06,4.7,116.0
2009-07-04 20:00:00,0.061,1.0,4.09,-1.92,4.52,115.09
