date,wp2,train,u,v,ws,wd
2009-07-01 00:00:00,0.055999999999999994,1.0,-0.99,2.75,2.93,340.24
2009-07-01 01:00:00,0.066,1.0,-0.99,2.75,2.93,340.24
2009-07-01 02:00:00,0.015,1.0,-1.25,2.54,2.83,333.88
2009-07-01 03:00:00,0.01,1.0,-1.35,2.59,2.92,332.41
2009-07-01 04:00:00,0.01,1.0,-1.33,2.8,3.1,334.53
2009-07-01 05:00:00,0.015,1.0,-1.22,3.09,3.32,338.51
2009-07-01 06:00:00,0.015,1.0,-1.02,3.34,3.49,343.08
2009-07-01 07:00:00,0.025,1.0,-0.77,3.49,3.57,347.56
2009-07-01 08:00:00,0.046,1.0,-0.55,3.54,3.58,351.12
2009-07-01 09:00:00,0.081,1.0,-0.46,3.56,3.59,352.58
2009-07-01 10:00:00,0.10099999999999999,1.0,-0.53,3.58,3.62,351.58
2009-07-01 11:00:00,0.111,1.0,-0.53,3.66,3.7,351.75
2009-07-01 12:00:00,0.121,1.0,-0.18,3.82,3.83,357.34
2009-07-01 13:00:00,0.111,1.0,-0.53,4.06,4.09,352.59
2009-07-01 14:00:00,0.13699999999999998,1.0,0.1,4.39,4.39,1.31
2009-07-01 15:00:00,0.106,1.0,0.49,4.55,4.57,6.14
2009-07-01 16:00:00,0.086,1.0,0.7,4.55,4.6,8.7
2009-07-01 17:00:00,0.055999999999999994,1.0,0.81,4.43,4.5,10.35
2009-07-01 18:00:00,0.03,1.0,0.93,4.24,4.34,12.34
2009-07-01 19:00:00,0.02,1.0,1.11,4.0,4.15,15.47
2009-07-01 20:00:00,0.0,1.0,1.25,3.72,3.92,18.52
2009-07-01 21:00:00,0.005,1.0,1.2,3.37,3.57,19.56
2009-07-01 22:00:00,0.005,1.0,0.88,2.96,3.09,16.59
2009-07-01 23:00:00,0.01,1.0,0.48,2.56,2.61,10.53
2009-07-02 00:00:00,0.0,1.0,0.22,2.25,2.26,5.53
2009-07-02 01:00:00,0.0,1.0,-0.17,2.3,2.31,355.84
2009-07-02 02:00:00,0.0,1.0,-0.53,2.06,2.12,345.42
2009-07-02 03:00:00,0.0,1.0,-0.59,1.54,1.65,338.96
2009-07-02 04:00:00,0.0,1.0,-0.47,0.86,0.98,331.16
2009-07-02 05:00:00,0.02,1.0,-0.41,0.15,0.43,290.72
2009-07-02 06:00:00,0.015,1.0,-0.62,-0.47,0.78,233.16
2009-07-02 07:00:00,0.005,1.0,-1.27,-0.88,1.55,235.08
2009-07-02 08:00:00,0.0,1.0,-2.07,-1.02,2.3,243.73
2009-07-02 09:00:00,0.0,1.0,-2.65,-0.8,2.76,253.15
2009-07-02 10:00:00,0.0,1.0,-2.72,-0.21,2.73,265.49
2009-07-02 11:00:00,0.0,1.0,-2.33,0.54,2.39,283.06
2009-07-02 12:00:00,0.0,1.0,-1.59,1.2,2.0,307.07
2009-07-02 13:00:00,0.0,1.0,0.27,1.11,1.14,13.62
2009-07-02 14:00:00,0.0,1.0,0.53,0.73,0.9,35.79
2009-07-02 15:00:00,0.0,1.0,0.29,0.31,0.42,43.0
2009-07-02 16:00:00,0.0,1.0,-0.21,-0.1,0.23,244.82
2009-07-02 17:00:00,0.0,1.0,-0.63,-0.43,0.76,236.06
2009-07-02 18:00:00,0.005,1.0,-0.59,-0.59,0.83,225.32
2009-07-02 19:00:00,0.0,1.0,0.14,-0.53,0.55,165.69
2009-07-02 20:00:00,0.0,1.0,1.21,-0.33,1.25,105.37
2009-07-02 21:00:00,0.0,1.0,2.13,-0.08,2.13,92.19
2009-07-02 22:00:00,0.0,1.0,2.53,0.14,2.53,86.88
2009-07-02 23:00:00,0.005,1.0,2.55,0.31,2.57,83.04
2009-07-03 00:00:00,0.0,1.0,2.46,0.44,2.5,79.8
2009-07-03 01:00:00,0.005,1.0,2.21,0.92,2.39,67.34
2009-07-03 02:00:00,0.005,1.0,2.53,0.92,2.69,69.98
2009-07-03 03:00:00,0.02,1.0,2.84,0.96,3.0,71.33
2009-07-03 04:00:00,0.015,1.0,3.13,0.99,3.28,72.35
2009-07-03 05:00:00,0.035,1.0,3.33,0.94,3.46,74.23
2009-07-03 06:00:00,0.046,1.0,3.39,0.7,3.47,78.34
2009-07-03 07:00:00,0.03,1.0,3.3,0.23,3.31,85.98
2009-07-03 08:00:00,0.03,1.0,3.2,-0.29,3.21,95.18
2009-07-03 09:00:00,0.046,1.0,3.31,-0.63,3.37,100.86
2009-07-03 10:00:00,0.071,1.0,3.75,-0.63,3.8,99.61
2009-07-03 11:00:00,0.071,1.0,4.31,-0.37,4.33,94.96
2009-07-03 12:00:00,0.091,1.0,4.72,0.0,4.72,90.0
2009-07-03 13:00:00,0.121,1.0,5.75,0.59,5.78,84.16
2009-07-03 14:00:00,0.126,1.0,5.86,0.65,5.89,83.63
2009-07-03 15:00:00,0.066,1.0,5.63,0.88,5.7,81.11
2009-07-03 16:00:00,0.106,1.0,5.19,1.18,5.32,77.15
2009-07-03 17:00:00,0.157,1.0,4.68,1.43,4.9,73.05
2009-07-03 18:00:00,0.23800000000000002,1.0,4.3,1.48,4.55,71.06
2009-07-03 19:00:00,0.33399999999999996,1.0,4.15,1.24,4.33,73.39
2009-07-03 20:00:00,0.258,1.0,4.16,0.84,4.24,78.55
2009-07-03 21:00:00,0.33399999999999996,1.0,4.19,0.47,4.22,83.6
2009-07-03 22:00:00,0.39899999999999997,1.0,4.17,0.25,4.18,86.52
2009-07-03 23:00:00,0.055999999999999994,1.0,4.15,0.13,4.15,88.27
2009-07-04 00:00:00,0.081,1.0,4.25,-0.03,4.25,90.39
2009-07-04 01:00:00,0.091,1.0,5.83,-0.11,5.83,91.11
2009-07-04 02:00:00,0.28300000000000003,1.0,6.1,-0.68,6.13,96.39
2009-07-04 03:00:00,0.253,1.0,6.11,-0.93,6.18,98.62
2009-07-04 04:00:00,0.278,1.0,5.95,-0.94,6.02,98.95
2009-07-04 05:00:00,0.349,1.0,5.72,-0.8,5.77,97.95
2009-07-04 06:00:00,0.278,1.0,5.51,-0.59,5.54,96.07
2009-07-04 07:00:00,0.28300000000000003,1.0,5.42,-0.4,5.43,94.19
2009-07-04 08:00:00,0.298,1.0,5.39,-0.41,5.4,94.31
2009-07-04 09:00:00,0.222,1.0,5.36,-0.81,5.42,98.55
2009-07-04 10:00:00,0.228,1.0,5.28,-1.69,5.54,107.73
2009-07-04 11:00:00,0.248,1.0,5.19,-2.72,5.86,117.67
2009-07-04 12:00:00,0.359,1.0,5.17,-3.48,6.24,123.95
2009-07-04 13:00:00,0.45,1.0,5.06,-3.96,6.42,128.07
2009-07-04 14:00:00,0.344,1.0,5.13,-4.22,6.64,129.42
2009-07-04 15:00:00,0.33899999999999997,1.0,5.32,-3.65,6.45,124.43
2009-07-04 16:00:00,0.177,1.0,5.55,-2.61,6.13,115.2
2009-07-04 17:00:00,0.177,1.0,5.73,-1.71,5.98,106.59
2009-07-04 18:00:00,0.217,1.0,5.8,-1.6,6.01,105.45
2009-07-04 19:00:00,0.207,1.0,5.66,-2.65,6.25,115.11
2009-07-04 20:00:00,0.349,1.0,5.18,-3.99,6.54,127.59
2009-07-04 21:00:00,0.23800000000000002,1.0,4.21,-4.43,6.11,136.5
2009-07-04 22:00:00,0.131,1.0,2.73,-3.19,4.2,139.42
2009-07-04 23:00:00,0.066,1.0,1.41,-1.04,1.75,126.5
2009-07-05 00:00:00,0.015,1.0,1.03,0.85,1.34,50.56
2009-07-05 01:00:00,0.015,1.0,4.42,0.52,4.45,83.35
2009-07-05 02:00:00,0.025,1.0,5.37,0.51,5.39,84.58
2009-07-05 03:00:00,0.091,1.0,5.56,0.07,5.56,89.28
2009-07-05 04:00:00,0.23800000000000002,1.0,5.22,-0.62,5.25,96.75
2009-07-05 05:00:00,0.258,1.0,4.65,-1.29,4.83,105.56
2009-07-05 06:00:00,0.243,1.0,4.17,-1.68,4.5,111.98
2009-07-05 07:00:00,0.217,1.0,4.02,-1.6,4.33,111.75
2009-07-05 08:00:00,0.177,1.0,4.05,-1.24,4.24,107.01
2009-07-05 09:00:00,0.147,1.0,4.06,-0.88,4.15,102.2
2009-07-05 10:00:00,0.111,1.0,3.87,-0.71,3.93,100.42
2009-07-05 11:00:00,0.086,1.0,3.53,-0.58,3.58,99.37
2009-07-05 12:00:00,0.051,1.0,3.15,-0.24,3.16,94.43
2009-07-05 13:00:00,0.01,1.0,2.4,0.97,2.59,68.0
2009-07-05 14:00:00,0.0,1.0,2.39,1.91,3.06,51.47
2009-07-05 15:00:00,0.02,1.0,2.51,2.7,3.69,42.93
2009-07-05 16:00:00,0.086,1.0,2.7,3.37,4.32,38.73
2009-07-05 17:00:00,0.157,1.0,2.89,3.95,4.89,36.2
2009-07-05 18:00:00,0.172,1.0,3.0,4.49,5.4,33.78
2009-07-05 19:00:00,0.243,1.0,2.98,4.99,5.81,30.78
2009-07-05 20:00:00,0.23800000000000002,1.0,2.82,5.37,6.07,27.71
2009-07-05 21:00:00,0.248,1.0,2.56,5.48,6.05,25.04
2009-07-05 22:00:00,0.278,1.0,2.23,5.25,5.7,23.01
2009-07-05 23:00:00,0.16699999999999998,1.0,1.9,4.8,5.17,21.59
2009-07-06 00:00:00,0.111,1.0,1.67,4.34,4.65,21.01
2009-07-06 01:00:00,0.126,1.0,1.2,4.07,4.25,16.4
2009-07-06 02:00:00,0.096,1.0,1.3,3.61,3.83,19.79
2009-07-06 03:00:00,0.055999999999999994,1.0,1.61,3.27,3.65,26.21
2009-07-06 04:00:00,0.03,1.0,2.02,3.04,3.65,33.63
2009-07-06 05:00:00,0.015,1.0,2.31,2.81,3.63,39.44
2009-07-06 06:00:00,0.01,1.0,2.23,2.47,3.33,42.11
2009-07-06 07:00:00,0.01,1.0,1.67,1.98,2.59,40.05
2009-07-06 08:00:00,0.02,1.0,0.99,1.59,1.88,31.82
2009-07-06 09:00:00,0.0,1.0,0.7,1.63,1.77,23.32
2009-07-06 10:00:00,0.02,1.0,1.13,2.25,2.51,26.74
2009-07-06 11:00:00,0.005,1.0,1.95,3.05,3.62,32.53
2009-07-06 12:00:00,0.035,1.0,2.65,3.5,4.39,37.12
2009-07-06 13:00:00,0.046,1.0,2.44,1.82,3.05,53.25
2009-07-06 14:00:00,0.015,1.0,3.24,1.24,3.47,69.07
2009-07-06 15:00:00,0.005,1.0,3.64,1.18,3.82,72.06
2009-07-06 16:00:00,0.03,1.0,3.75,1.48,4.04,68.43
2009-07-06 17:00:00,0.01,1.0,3.75,1.96,4.23,62.4
2009-07-06 18:00:00,0.015,1.0,3.81,2.41,4.51,57.74
2009-07-06 19:00:00,0.051,1.0,4.05,2.66,4.85,56.7
2009-07-06 20:00:00,0.055999999999999994,1.0,4.3,2.74,5.1,57.43
2009-07-06 21:00:00,0.086,1.0,4.31,2.72,5.1,57.73
2009-07-06 22:00:00,0.081,1.0,3.94,2.65,4.75,56.12
2009-07-06 23:00:00,0.051,1.0,3.35,2.52,4.2,53.05
2009-07-07 00:00:00,0.025,1.0,2.79,2.34,3.64,50.04
2009-07-07 01:00:00,0.051,1.0,1.56,0.77,1.74,63.6
2009-07-07 02:00:00,0.035,1.0,0.73,1.29,1.48,29.28
2009-07-07 03:00:00,0.03,1.0,0.41,1.92,1.96,12.03
2009-07-07 04:00:00,0.005,1.0,0.47,2.52,2.56,10.53
2009-07-07 05:00:00,0.005,1.0,0.71,2.85,2.94,13.97
2009-07-07 06:00:00,0.0,1.0,0.93,2.69,2.84,19.13
2009-07-07 07:00:00,0.0,1.0,0.99,1.87,2.12,27.88
2009-07-07 08:00:00,0.0,1.0,0.99,0.71,1.22,54.45
2009-07-07 09:00:00,0.0,1.0,1.09,-0.41,1.16,110.81
2009-07-07 10:00:00,0.0,1.0,1.4,-1.16,1.82,129.69
2009-07-07 11:00:00,0.0,1.0,1.88,-1.54,2.43,129.38
2009-07-07 12:00:00,0.04,1.0,2.4,-1.61,2.89,123.86
